Source,Target,Weight,Type
Ferguson_1756_Reflection_on_militia,Ferguson_1757_Morality_stage.plays,12,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_1767_Civil_Society_4610,14,undirected
Ferguson_1756_Reflection_on_militia,Ferguson_T114601_19_Principles_Moral_Political,5,undirected
Ferguson_1756_Reflection_on_militia,Hume_essays_moral_political_1741,2,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1756_Reflection_on_militia,12,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_1767_Civil_Society_4610,2,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_Manuscripts_edited,1,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T012677_3_Pamphlet_Dr_Price,7,undirected
Ferguson_1757_Morality_stage.plays,Ferguson_T114601_19_Principles_Moral_Political,12,undirected
Ferguson_1757_Morality_stage.plays,Hume_essays_moral_political_1741,5,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1756_Reflection_on_militia,14,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_1757_Morality_stage.plays,2,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_Sermon_preached_in_the_ersh,3,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T012677_3_Pamphlet_Dr_Price,8,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T076224_16_Inst_Moral_Phil,7,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_19_Principles_Moral_Political,14,undirected
Ferguson_1767_Civil_Society_4610,Ferguson_T114601_29_Principles_Moral_Political,15,undirected
Ferguson_1767_Civil_Society_4610,Hume_essays_moral_political_1741,3,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T076224_16_Inst_Moral_Phil,15,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_19_Principles_Moral_Political,9,undirected
Ferguson_Analysis_of_pneumatics_and_moral_philosophy,Ferguson_T114601_29_Principles_Moral_Political,6,undirected
Ferguson_biographical_sketch,Ferguson_minutes_of_the_life,2,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_1_London,14,undirected
Ferguson_biographical_sketch,Ferguson_Roman_Republic_Vol_2_Edinburgh,19,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Caesar_vol_2,1,undirected
Ferguson_biographical_sketch,Hume_History_of_England_Tudor_vol_1_4709,4,undirected
Ferguson_biographical_sketch,Hume_Life_of_David_Hume.Smith.Removed,5,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_letters_edited_w_npp,5,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_Manuscripts_edited,20,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_19_Principles_Moral_Political,8,undirected
Ferguson_dialogues_from_manuscript_edited,Ferguson_T114601_29_Principles_Moral_Political,4,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_An_Enquiry_Principal_Morals,1,undirected
Ferguson_dialogues_from_manuscript_edited,Hume_Dialogues_Concerning_Natural_Religion,2,undirected
Ferguson_letters_edited_w_npp,Ferguson_dialogues_from_manuscript_edited,5,undirected
Ferguson_letters_edited_w_npp,Ferguson_T012677_3_Pamphlet_Dr_Price,3,undirected
Ferguson_letters_edited_w_npp,Hume_Archibald_preface_edition,17,undirected
Ferguson_letters_edited_w_npp,Hume_essays_moral_political_1741,1,undirected
Ferguson_letters_edited_w_npp,Hume_Life_of_David_Hume.Smith.Removed,3,undirected
Ferguson_letters_edited_w_npp,sister_peg_checked,23,undirected
Ferguson_Manuscripts_edited,Ferguson_1757_Morality_stage.plays,1,undirected
Ferguson_Manuscripts_edited,Ferguson_dialogues_from_manuscript_edited,20,undirected
Ferguson_Manuscripts_edited,Ferguson_minutes_of_the_life,4,undirected
Ferguson_Manuscripts_edited,Ferguson_Notes_on_the_enquiry_into_General_Sir_William_Howe_s_conduct_in_the_American_War,5,undirected
Ferguson_Manuscripts_edited,Ferguson_Of_Mans_Progressive_Nature_Excerpt,8,undirected
Ferguson_Manuscripts_edited,Ferguson_Sermon_preached_in_the_ersh,3,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_19_Principles_Moral_Political,21,undirected
Ferguson_Manuscripts_edited,Ferguson_T114601_29_Principles_Moral_Political,24,undirected
Ferguson_minutes_of_the_life,Ferguson_biographical_sketch,2,undirected
Ferguson_minutes_of_the_life,Ferguson_Manuscripts_edited,4,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_1_London,1,undirected
Ferguson_minutes_of_the_life,Ferguson_Roman_Republic_Vol_2_Edinburgh,6,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_19_Principles_Moral_Political,6,undirected
Ferguson_minutes_of_the_life,Ferguson_T114601_29_Principles_Moral_Political,11,undirected
Ferguson_minutes_of_the_life,Hume_Life_of_David_Hume.Smith.Removed,15,undirected
